review_text,Is_Fake
Nasi clay pot mantap,FALSE
,FALSE
,FALSE
Went there for brunch. An amazing hidden gem in Kerteh with lovely food and amazing service.,FALSE
"1st time nak makan nasi ayam kelepok kat sini.rela dari chukai ke sini.bila tengok google maps kata buka.bila sampai tutup.memang tak updated dalam google maps bila buka,bila tutup.memang keciwa banyak oooo..masa,dah le minyak turun 6 sen..mmmmm.kalau ada tanya,memang akan jawab tak payah gi.buang masa.kalau nak gi juga cari akternatif lain.kalau ada kawan duk area situ,suruh kawan2 pergi jenguk dulu sama ada kedai tutup atau buka...owner baru updated dalam google ke?",FALSE
It's not banana puding. Harga Rm16 for small tub. Which i feel like would be worth it if sedap,FALSE
,FALSE
,FALSE
,FALSE
"Makanan sedap
recommended for breakfast dan mkn ptg",FALSE
,FALSE
sedap,FALSE
"Went for breakfast. Love the ambience and cafe's concept especially the high windows for maximum ventilation. Staff were great. Ordered Nasi Lemak Sambal Kerang which was okay. Kue Tiaow Goreng was good, could taste the smokiness of the dish.",FALSE
"Nasi lemak kerang = kerang liat, sambal bilis manis, matcha latte pahit, rasa mcm tak whisk hbis
Nasi goreng kampung = tak sedap
Nasi goreng ayam berempah = rupa ayam x mcm ayam berempah pun
Ayam geprek = ayam, sambal x sedap",FALSE
"my second time here. semua soooodap ya you guys should try!! portion dia banyak juga. kalau lambat tu normal la i pergi masa lunch break, makanan sampai pun semua panas panas",FALSE
sedap sedapp!!,FALSE
,FALSE
,FALSE
"Ambience was nice.. ordered nasi lemak, the rice texture was nice and fluffy, but the sambal was too salty for me.. need to improve the sambal.. price-wise is affordable will come again to try another dishes",FALSE
Lunch sini mmg best.. pilihan ikan bakar yg banyak dan rasa perapan bakar yg sedap.. air asam kena dgn rasa dan selera.. suasana kedai bersih dan tak terlalu panas.. pilihan lauk lain tak byk sebab menu utama adalah ikan bakar air asam..,FALSE
,FALSE
,FALSE
"1. pelbagai jenis ikan dan sambal cicah yang sedap 
2. ikan fresh dan saiz pun ada yang besa2 
3. harga agak up utk saiz besa tp untuk first timer ok je kot..second time dan seterusnya pilihlah saiz sederhana atau kecil
4. recommended utk yang first time dtg Kertih",FALSE
,FALSE
Singgah di kertih try la sini. Kedai tepi jln je. Parking terhad. Ikan bakar fresh+air asam sedap 'lain dr yg lain',FALSE
"Sangat sedap ""lain dari yang lain""",FALSE
"those yang mencari ikan bakar, please please. kedai ni paling terbaik. sambal kicap & asam dia tu memang win. variety of ikan ada. kalau lauk lain tu ada juga tapi tak banyak. paru goreng dia is the best!! pergi peak hour nanti kena tunggu ikan hehehe",FALSE
,FALSE
One of the best warung ikan bakar in town so far..their sambal & hot ketchup for ikan bakar is truly delicious!,FALSE
,FALSE
,FALSE
Sy mmg peminat ikan bakar..mmg sedap..dn jga mskkn lain,FALSE
Ikan bakar sedap dekat area kerteh. Harga pun affordable. Ruang makan pun dah diperbesarkan.,FALSE
Kerabu somtam paling sedap sekali. Harga affordable. Cuma keadaan kedai sempit sikit bila peak hour. Overall lauk semua sedap and comforting,FALSE
"Makan super sedap, kawasan bersih, tandas bersih, harga dia sangat berbaloi. Ikan bakar banyak pilihan.. air pon sedap.. ulam pon nampak segar. Parking je y nk kena rajin cari..",FALSE
,FALSE
,FALSE
,FALSE
Ikan bakar sedap,FALSE
Kedai cantik dan bersih. Makanan sangat sedap. Ibu paling suka spagetti cabonara dekt sini,FALSE
Pah ke sudohh dok mari ambek orda.. ingat sekali ke je kene.. berkali kali gok kene,FALSE
All time favourite. Nasi butter milk. Portion besar. Sambal sedap. Memang duk repeat menu ni sokmo.,FALSE
1414 just outside cafila,FALSE
Alhamdulillah sedap jee..,FALSE
,FALSE
Casher memang tak leh senyum ke?masam mencuka.aduhai.nyesal pulak aku mari sini,FALSE
Makanan cepat siap,FALSE
,FALSE
,FALSE
,FALSE
Banyak pilihan makanan. Harga berpatutan.,FALSE
,FALSE
,FALSE
,FALSE
"lepas tunggu sejam lebih order, congok depan kedai, tanya status beberapa kali, tetiba cakap start masak jam 12. lain kali letak signboard BESAR-BESAR start masak jam 12 jadi org tak order sebelum 12.",FALSE
ASEAN and western dishes. Not bad and not so expensive,FALSE
,FALSE
,FALSE
Perfect. Taste is good,FALSE
"Restoran yang memberikan suasana kampung dengan hidangan Ikan bakar yang dibakar fresh bersama sambal. Pelbagai pilihan ikan bakar Dan lauk kampung Dan juga ulam ulaman bersama tempoyak,sambal belacan Dan budu. Harga yang berpatutan dengan hidangan yang disedakan. Cuma perlu datang awal sebab ramai orang waktu lunch..kalau ade rezki boleh try coconut shake yang sedap Dan juga Pisang goreng cheese yang dijual di kau ter yang berasingan.",FALSE
Banyak pilihan lauk.. mknn sdp n berpatutan.. akn sesak sdkt time lunch.. byk meja n kerusi yg disediakan jd blh pergi by group..,FALSE
"Banyak pilihan , semua sedap dan berpatutan",FALSE
"Pick and choose your own dish. Had fish, chicken, beef available and veggies too. Everything so yummy and drinks were good. Great place to sit and chat. Lots of parking available. Cute cats around too.",FALSE
,FALSE
,FALSE
"Meja byk, pilihan lauk pauk pn byk.. salah satu lokasi pilihan untuk lunch jika ade urusan disekitar Kerteh.. cuma satu je problem yg aku nampok, parking.. selain dari tu, cemerlang!",FALSE
"sini makanan sedap tapi itu la,kalau fikir bab parking. mcm malas sikit datang sini . harap owner kedai boleh consider sewa kedai lain tepi jalan yg ada tapak parking luas sikit.",FALSE
"The food is good, banyak option lauk and harga not bad",FALSE
,FALSE
,FALSE
,FALSE
,FALSE
Sambal ikan bilis dan ulam2an,FALSE
,FALSE
lauk banyak. parking limited sikit.,FALSE
,FALSE
,FALSE
,FALSE
,FALSE
,FALSE
,FALSE
"Biasa beli dekat sini sebab sedap , kdg2 order saje drp shopee klau tak sempat singgah . ",FALSE
"Keropok lekor rasa ikan, lembut & rangup. Menepati citarasa kami sekeluarga",FALSE
,FALSE
,FALSE
"Went here by a recomendation of a friend. The taste is to my liking and it has become my favorite kopok lekor in terengganu. I even ordered from shopee whenever i'm not in terengganu. They vacum pack it neatly. They only sell frozen, if i'm not mistaken.",FALSE
"Kepok goreng ada, rebus ada, keping ada, frozen ada, vacuum pack pun ada.",FALSE
,FALSE
This place has closed went there on  3/9/2023,FALSE
"Nice packaging from Pok Loh keropok lekor, it is sealed vacumn. In line with modern packaging, to keep it fresh untill reach k.l. no problem.

Yet to taste the sealed lekor.",FALSE
Antara keropok gondel goreng dan frozen tersedap di Kertih..Boleh cuba untuk nilai sendiri.,FALSE
,FALSE
Keropok lekor yang sedap & enak sekali ,FALSE
Klau nak beli keropok rebus dan goreng.,FALSE
"Sedap, cuma tak banyak sangat produk",FALSE
Pls support local,FALSE
Terbaikkkkkk ,FALSE
,FALSE
,FALSE
kenapa selalu tulis buka tapi bila dah sampai rupa-rupanya tutup?,FALSE
A chilled cafe in kerteh worth visiting for sure,FALSE
"The place is neat, celan and peaceful. I can say most of the food are tasty; should try their Tomyam Poktek Seafood, Chicken Curry. Parking is very easy.",FALSE
"1. Ada pelbagai pilihan menu fusions dgn deco menu dan rasa yang agak sedap 
2. Cozy and comfy ambience 
3. Sesuai untuk pelbagai event atau pun untuk santai2 sahaja pun okay je 
4. Harga reasonable - harap maintain ",FALSE
"Good location, easy to find parking. Friendly boss and staffs. Good food and reasonable price.",FALSE
The kuey teow goreng and mee goreng are really good. Got that wok hey taste. But the pasta dishes are not good.,FALSE
,FALSE
"Kafe yang menarik untuk sarapan & makan tengah hari. Menyediakan nasi lemak, masakan western, etc.",FALSE
The Nasi goreng with lamb is the best. Try it....,FALSE
,FALSE
order pasta creamy mushroom tapi rasa kosong dan tersangatlah simple .. harga 15 tapii tak berbaloii dgn rasa.. harap memperbaiki lgi masakan ,FALSE
"The service attitude is good, the food is delicious and strong, there are a lot of people, enough tables and chairs, and there are Chinese waiters.",FALSE
"Kedai bersih, staff pun friendly,makanan sedap, Harga okay standard la, vibe lepak  ptg best Ada angin",FALSE
Ok je,FALSE
Drived from KL Breaking Fast on the 28th day of ramadhan...at Salt Water... reasonable price.. nice Kuey Teow.. Local Black Pepper Mee Sup.. Spaghetti  and Bread Omelette..very friendly..,FALSE
"Kuey Teow Goreng kerang 10/10
Nasi goreng kari ayam 10/10",FALSE
"Ordered Cantonese Kuey Teow, the best. Taste good and generous with the ingredients. Staff is very attentive. Price very reasonable. Love the shop deco, with underwater creatures pictures.",FALSE
"Nice & cozy
Nice food",FALSE
"Makanan sedap, staff peramah, kedai bersih. Menu banyak pilihan. Sesuai untuk makan tengah Hari & malam.",FALSE
Great place to get good food,FALSE
,FALSE
Nice Beach & area.,FALSE
,FALSE
,FALSE
Baik unt dikunjungi bersama keluarga,FALSE
Sate ayam madu Bakar pantai kuala kerteh ,FALSE
,FALSE
,FALSE
,FALSE
Ikan segar,FALSE
,FALSE
Peaceful,FALSE
,FALSE
,FALSE
"Pantai kuala kertih is a place where local get together to enjoy seabreeze, buy fresh seafoods, destress and excercise or simply kill your time.",FALSE
Ismadiismadi,FALSE
ikan murah,FALSE
,FALSE
,FALSE
Playground and view,FALSE
The best topokki i've try,FALSE
First time datang and it's soooo good! Also fast services!,FALSE
"Serius, makanan di sini memang top tier!  Setiap hidangan bukan saja sedap, tapi juga penuh rasa yang seimbang - dari aroma yang menggoda sampai ke persembahan yang sangat cantik. Portion memang puas hati, bahan segar, dan rasa betul-betul 'authentic'. Service pun cepat dan mesra, buat pengalaman makan jadi lebih best.

Kalau anda cari tempat makan yang memang berbaloi, sini memang pilihan No.1 saya. Highly recommended! ",FALSE
YUMMYYYY,FALSE
,FALSE
,FALSE
,FALSE
,FALSE
,FALSE
i had sondoboo (idk how to spell) jiggae beef on monday and it was so good. the soup and the beef well matched. really recommended ,FALSE
,FALSE
Makanan okay okay je. Banyak makanan takde,FALSE
,FALSE
"makanan sedap,harga berpatutan,,memanggg suurrrrrr",FALSE
a lil bit pricey.,FALSE
,FALSE
Senang parking. Nice environment. Makanan pun okey. Harga berpatutan. Good services. Friendly staff.,FALSE
1st time mkn mee celup ayam rasa ok. Order jgk sup tulang .. mmg sesuai dgn selera,FALSE
"MAKANAN SEDAP PASTU KAN BELI COD , LAJU GILAHHHHHHHH ....",FALSE
,FALSE
Byk pilihan,FALSE
,FALSE
,FALSE
"Bila dtg kerteh, mesti pegi kedai ni.. sedap gila mee celop ",FALSE
"Makanan sedap tapi tak best bila jumpa telur lalat dekat daging dalam mangkuk yang saya tengah makan. Bila kita bagitau staff , dia boleh senyum and gelak dekat saya? Sepatutnya saya terima perkataan maaf daripada pihak mereka yang cuai. Saya juga ada meminta tambahan kepingan limau untuk saya tambah rasa masam dalam makanan akan tetapi staff mereka merungut. Saya sebagai pelanggan yang makan disitu tidak rasa terbeban jika ingin dikenakan caj tambahan dengan apa yang saya minta. Tetapi saya dengar rungutan yang kurang menyenangkan membuatkan saya rasa tersinggung tambahan pula makanan yang saya makan akan membuatkan saya terkena keracunan makanan. Saya amat kesal dan kecewa dengan servis yang saya terima daripada staff kedai ini.",FALSE
,FALSE
"tempat bersih
makanan pun sedap n budak2 boleh makan",FALSE
,FALSE
Delicious & friendly staff,FALSE
,FALSE
,FALSE
,FALSE
Chicken rice and nasi kukus are tasty especially the crispy chicken from nasi kukus.,FALSE
,FALSE
Nice clean and wide place. You can enjoy your food  here,FALSE
,FALSE
,FALSE
Ok,FALSE
,FALSE
,FALSE
,FALSE
Nasi kukus ayam berempah portion ayam mmg berbaloi. Paling sedap kuih bakar dan kuih koci ... mmg luv sngat.,FALSE
"Banyak kali dah lalu, hari ni kita singgoh nk try  Sedak nasi ayam dia  Nasi berlauk ada, mee2 pun ada  Kuih bakor dia pun sedakkkk  Air pun ok, x manis sgt, hok penting gelas plastik besar  Insya-Allah boleh repeat plok lain kali ",FALSE
,FALSE
,FALSE
Sedap,FALSE
,FALSE
,FALSE
sedap...byk org beratur utk nasi kukus,FALSE
,FALSE
One of the best nasi ayam in Kerteh,FALSE
,FALSE
Terbaik sedap,FALSE
"Churros yg sedap, crunchy di luar, lembut di dalam",FALSE
,FALSE
,FALSE
Churros sedap n lembut.,FALSE
,FALSE
accessible,FALSE
Sgt sedap. Crispy outside.. very fluffy inside..  recommended to all,FALSE
,FALSE
Ok,FALSE
,FALSE
Baik,FALSE
Convenient to buy. Always available even in grab.,FALSE
,FALSE
Good to try. Will addicted to Mr. Churros,FALSE
,FALSE
Bagi orang lain dlu.. xikut Q,FALSE
Teringat ingat bila makan dekat Mr Churros Kerteh  Sedapppp,FALSE
"sangat best sedap makanan panas ii rnggup  bersih,",FALSE
,FALSE
,FALSE
"makanan sedap,kedai bersih dan selesa....recommended for you",FALSE
"Makanan yg sedap,pekeje yg baik mesra pelanggan..",FALSE
Nasi Lemak Ayam...Sambal Sangat sedap,FALSE
"Roti canaii kat sini antara yg tersedapp di Kerteh  roti canai dia lembut garing, kuah kari dia pun sedapp memang recommended untuk peminat roti canaii singgah sinii ",FALSE
Nasi minyak & ayam gorengg memang sedap di kedai ini . Akan repeat,FALSE
Good services!!!,FALSE
Nasi dagang the best kat kerteh!,FALSE
"sedap! makanan sedap. bersih, staff baik. All was good  recommended! they even have nasi dagang, nasi minyak, nasi lemak & mcm2 lagi. Sangat bersih & staff semua nampak teratur. Suka ",FALSE
,FALSE
Makanan yg sedap harga berpatutan,FALSE
"Makanan sedap, harga berpatutan.
Nasi campur 2 adults + 2 kids, 2 teh O ais, 1 bandung, cost less than RM40.",FALSE
Ok,FALSE
Nasi dagang +teh tarik +teh O limau.. TERBAEEKK! ,FALSE
,FALSE
,FALSE
,FALSE
"Nasi dagang sedap sini. Nasik minyak pun sedap. Rendang bagi aku sedap jugak. Semua sedaplah. Banyak pilihan makanan pagi. Ada nasi goreng. Mee goreng.

Tapi paling feveret, nasi dagang lah. Dengan telur. Paling sedap. Murah pun murah.

Suasana kat sini tenang. Tak sibuk. Kedai nampak macam mahal, tapi harga marhein. Tapi pukul 9 lbh dh habis nasi dagang.

Boleh cuba, nanti mesti nak datang lagi.",FALSE
"Sedap dan tak crowded, cuma kurang 1 bintang sebab ad pelayan sorang tak senyum dan masam depan kami, jangan mc tu kak, pagi pagi kita nk kurangkan stress",FALSE
Been here since early 90s... the best...,FALSE
"Update-July 2025
I went to try the nasi khaumok after seeing the banner, hoping it's like what my Thai neighbour used to make. But the original restaurant is closed and moved to KGRP Cafe, so we walked along the pool to get there. The view's nice, you can see people golfing and the driving range.

We had to wait 25-35 minutes because they still cook at the old kitchen. It was calm at first, but once the golfers came in, it got loud like a mamak stall. Even the staff were shouting across the cafe. We just tried to enjoy and relax after a long day, but it didn't really work.

We also took away a Double Trouble burger, looked good, asked for no veggies. But when we opened it at home, it was just bun and meat. No sauce, no flavour, and the patty didn't taste like homemade as claimed. Honestly, a Ramly burger would've been better.

Not sure what happened to the KGRP I used to know. Service and quality have dropped. Hope things improve soon

July 2024 -A nice restaurant with air conditioning and a quiet atmosphere is something we all need after returning from work or taking a break. We also expect a warm welcome from the waitstaff upon entering. The slow and steady music creates a cozy ambiance, making it feel like home. Overall, the food is decent, and the prices are reasonable. The standout dish was the Asam Pedas, which I highly recommend.

CONS - The new method of ordering via QR scan is less than ideal. While it was acceptable during the pandemic, it's no longer necessary now. Similarly, using QR payment at the counter is more convenient. Most customers would prefer having waiters come to the table to take orders, ensuring that their preferences are met, rather than relying solely on a menu.",FALSE
"Buffet ramadhan

The food not so delicious.

The nasi is delicious, however most the lauk pauk is NOT sedap..the soup is too salty..the ""kerabu"" almost all is very...very salty..mcm makan garam.

The ABC is sedap.

The martabak sedap

Mee goreng sedap.

Hopefully kgrp team will improve the food in future.

But the toilet is clean and selesa.

Surau juga di sediakan..walaupun tidak besar cukuplah utk 5org satu2 masa.",FALSE
Delicious  and quality food. We had Char Kuey Teow and Mee Goreng Mamak.  Fast service. Nice environment. Ample parking space. EV charger is available. Last order is at 9:30pm.,FALSE
"slow super super slow, food came out one by one and each has like 10 mins gap  food is worth it i cant deny as im a repeating visitor. but slow service is just a red flag  on top of that, staff couldnt even recommend a single meal when asked 'whats good here?' waiter just replied with 'boleh tengok la menu' ",FALSE
"Very good, nice relaxing spot for weekend",FALSE
,FALSE
,FALSE
Makin selesa selepas facility di upgrade,FALSE
"makanan sedap,harga berpatutan..famous di Kerteh,Terengganu..Wajib try gerenti puas hati ",FALSE
,FALSE
Malam utk Ahli Perkebun Kecil Kemaman... aku pewaris penoreh getah... AL- FATIHAH utk arwah gede MOHD KAMARUDIN.. semangat perjuang gede di teruskan... moga gede bangga ada pewaris..,FALSE
,FALSE
,FALSE
Good environment. Quite and serene.,FALSE
,FALSE
Food is okay. Not bad not too good,FALSE
Only for dinner. During the day different setting.,FALSE
Good food but the waitress was rude.,FALSE
Terbaik,FALSE
1st time datang siniii semua sedapp. kecuali laksa apa tu lupa dah nama. kuah cair kurang rasa ikannya..overall 9/10 sedap semua,FALSE
"Had the laksa johor for breakfast, it was very delicious and not too spicy. Coffee was very good and service was quick. Variety of Malay and Western food here. Parking is easy too ",FALSE
Recommended nasi goreng ikan dan lopeh panas2,FALSE
Sedappppp dan rasa original,FALSE
"a nice cafe, hence no white rice menu, but you can opt for nasi lemak instead.  Mix menu of local, pasta, satay and even mee goreng mamak. Open air with some tables under the tree",FALSE
,FALSE
,FALSE
Makanan okay. Tapi..servis agak lambat. Mgkn kena tambah manpower atau apa apa je yg boleh meningkatkan kualiti perkhidmatan. Makanan akan sampai dulu baru air lambat sikit..apa pun masih boleh dipertingkatkan lagi.,FALSE
,FALSE
,FALSE
,FALSE
Ok la.,FALSE
Sedap nasi lemak. Mesti cuba sate dan air longan calamansi. Fresh!,FALSE
"Kedai ni kita bagitahu dapat makanan yg ada masalah, semua dalam kedai jeling n buat muka, dasar tkde adab, elok kita bgitahu tknk bg customer lain dgr, minta MAAF pun tidak!! Kalau jadi lagi sekali dekat aku mmg aku maki hamun semua yg ada kt depan tu.",FALSE
Makanan sedap mengimbau kenangan orang johor. Harga pertengahan..boleh di cuba sekali sekala.. kalau hari2 jika T20 tiada masalah.hehe,FALSE
,FALSE
,FALSE
"Ordered kacang pool. As someone that grew up with Johorean food, the kacang pool is not up to standard. Kudos for not using baked beans like most of the shops around here. But damn, the spices? Coriander is definitely not supposed to be in kacang pool. Cumin yes. Coriander, noooooo. And it's either the beans are not fully cooked or they used tooo much of spice powder because the kacang pool left quite an uncomfortable taste and feel on the lips and in mouth.

Also, get a smaller egg mould if youre using smaller grade eggs. The egg was paperthin and rubbery.

Mee rebus okay sedap. But bukan mee rebus Johor. They served mee rebus terengganu",FALSE
Rasa makanan biasalah. Tapi harga boleh tahan mahal.,FALSE
they had a lot workers and the food was late i ordered two teas but three teas in the reicept and i also ordered one nasi lemak but they gave two bad service,FALSE
,FALSE
,FALSE
Makan waktu sarapan pagi. Menu western. Makanan sedap. Kawasan cantik. Smoked duck dia sedap juga.,FALSE
,FALSE
,FALSE
,FALSE
,FALSE
,FALSE
,FALSE
,FALSE
,FALSE
,FALSE
,FALSE
,FALSE
mabeles. thorbaik bosskur,FALSE
Terbaik,FALSE
,FALSE
,FALSE
Patty kambing jadi doh...ejah gok sos cili mahal sket,FALSE
"One of the best burgers in Paka. It's an understated burger stall, with open air seating. Very juicy, succulent patties with a homemade taste. Provides choice of beef patties, lamb patties, and grilled chicken. I appreciate how the burgers are not overflowing with sauces. The burger is very balanced, not overwhelming, and the toppings do not take away from the delicious grilled burger patty.

It's rather mid-tier in terms of price for a stall burger, but it's definitely worth it, since it's not a Ramly burger. It starts at RM6.50 for a basic burger, and can go up to RM18 for a triple. Extra cheese or egg are available at RM1-RM1.50. You can also order ahead of time and pickup later, which is very convenient. Very recommended.",FALSE
,FALSE
"makanan sedap,harga pun ok tempat luas  selesa yang penting tiada penghisap vape dan rokok",FALSE
Staff tak tau menu kedai sendiri. Ambil order utk food yg kedai tak serve. Buang masa customer menunggu.,FALSE
,FALSE
Amazing food and even better atmosphere ,FALSE
,FALSE
,FALSE
"The food not bad, just a bit spicy for me, got burger and chicken nearby. The staf service quite good.",FALSE
"22/6/25, Sunday, 9pm:

Nasi goreng kambing.. mmg padu. Daging bakar pun padu. Highly recommended. Please come and try lah sendiri. Kena pulak dengan air Barbican.. perkh.. layan.

Tempat selesa, tepi main road, parking pun banyak. Owner pun chill.

#joegolokcafe #dungun",FALSE
,FALSE
"Makanan best, service pun tik top.laju je buat kerja..",FALSE
"Nasi goreng kambing padu. Servis laju & staf peramah. Tambah2 lagi ada DFC Joe Golok, memang layan ayam goreng dia.",FALSE
,FALSE
"Order makanan berbuka diaorang bagi makanan dipanaskan. Tomyam. udang, hitam kecut hampir separuh dari kulit, ekor hitam. Rasa pekat masin (rasa macam makanan yg dipanaskan berkali2). Sayur bawang semua dah lembik overcook. Tak baik la macam ni. Tergamak betul.",FALSE
"Parking spots are plenty, many choices of foods and drinks and tasted great. Price is reasonable.",FALSE
"Semalam order nasi goreng daging rimau. Dr segi rasa, mmg sedap. Especially daging rimau dia dgn sos dia. Sumpah sedap. Utk nasi goreng tu, mcm tak ngam mana sbb mcm yg dorang dh siap goreng byk2, sebab tak panas, suam je tp rasa sedap. Fresh orange sedap jugak. Teh hijau thai, agak manis. Suasana best cuma yg jd potong sikit, kes ada makhluk yg tak reti bahasa pegi merokok kt kedai mkn",FALSE
Pelbagai makanan jenis pilihan,FALSE
"tgk review kedai ni tinggi. Jadi hari ni try makan kat sini.
Masuk kedai .. terus di layan dgn mesra oleh pelayan lelaki berkaca mata. order nasi goreng sua rong hai dan nasi goreng kambing golok. masa menunggu makanan tak lama.
rasa mmg sedap.. daging lembut secukup rasa. mmg puashati makan kat sini.. saya bg 5 ",FALSE
Tasty Thai cuisine.,FALSE
Kurang best dh skrg sebb tkde buskes..dulu syok..tp mknn maintain lagi sedap mantap,FALSE
,FALSE
"nasi goreng mmg cun...tom yum seafood average ok... minumannya pun meet expectation.
lain kali mao coba nasi goreng sotong dan masakan ikan plk...",FALSE
"Setiap item yg diatas sy bagi 
Cuma parking jer terhad.",FALSE
,FALSE
Harga berpatutan dan sedap. Servis lambat jika lapar atau nampak org ramai cari kedai lain. Depan masjid lama boleh solat boleh makan sambil dengar guru mengajar.,FALSE
Antara sup yg paling sedap sy pernah rasa. Sup tulang & sup ekor . Sy bagi 5 bintang. Nasi goreng sotong dia pun sedap.,FALSE
,FALSE
,FALSE
,FALSE
Ok je,FALSE
,FALSE
makanan semua best... harga berptutan...,FALSE
Makanan yg sedap dn harga berpatutan,FALSE
Semua menu sedap. Plus ada menu belut. Ngamm,FALSE
,FALSE
Dekat dengan surau,FALSE
